record	parent_name	parent_version	parent_source	name	version	source	normal_context	build_context	is_root
edge	tower	0.5.3	registry	futures-core	0.3.32	registry	false	false	false
edge	tower	0.5.3	registry	futures-util	0.3.32	registry	false	false	false
edge	tower	0.5.3	registry	pin-project-lite	0.2.16	registry	false	false	false
edge	tower	0.5.3	registry	sync_wrapper	1.0.2	registry	false	false	false
edge	tower	0.5.3	registry	tokio	1.52.3	registry	false	false	false
edge	tower	0.5.3	registry	tower-layer	0.3.3	registry	false	false	false
edge	tower	0.5.3	registry	tower-service	0.3.3	registry	false	false	false
edge	tower-http	0.6.8	registry	bitflags	2.11.0	registry	false	false	false
edge	tower-http	0.6.8	registry	bytes	1.11.1	registry	false	false	false
edge	tower-http	0.6.8	registry	futures-util	0.3.32	registry	false	false	false
edge	tower-http	0.6.8	registry	http	1.4.0	registry	false	false	false
edge	tower-http	0.6.8	registry	http-body	1.0.1	registry	false	false	false
edge	tower-http	0.6.8	registry	iri-string	0.7.10	registry	false	false	false
edge	tower-http	0.6.8	registry	pin-project-lite	0.2.16	registry	false	false	false
edge	tower-http	0.6.8	registry	tower	0.5.3	registry	false	false	false
edge	tower-http	0.6.8	registry	tower-layer	0.3.3	registry	false	false	false
edge	tower-http	0.6.8	registry	tower-service	0.3.3	registry	false	false	false
edge	tracing	0.1.44	registry	pin-project-lite	0.2.16	registry	false	false	false
edge	tracing	0.1.44	registry	tracing-core	0.1.36	registry	false	false	false
edge	tracing-core	0.1.36	registry	once_cell	1.21.3	registry	false	false	false
edge	url	2.5.8	registry	form_urlencoded	1.2.2	registry	false	false	false
edge	url	2.5.8	registry	idna	1.1.0	registry	false	false	false
edge	url	2.5.8	registry	percent-encoding	2.3.2	registry	false	false	false
edge	want	0.3.1	registry	try-lock	0.2.5	registry	false	false	false
edge	webpki-roots	1.0.6	registry	rustls-pki-types	1.14.0	registry	false	false	false
edge	yoke	0.8.1	registry	stable_deref_trait	1.2.1	registry	false	false	false
edge	yoke	0.8.1	registry	yoke-derive	0.8.1	registry	false	false	false
edge	yoke	0.8.1	registry	zerofrom	0.1.6	registry	false	false	false
edge	yoke-derive	0.8.1	registry	proc-macro2	1.0.106	registry	false	false	false
edge	yoke-derive	0.8.1	registry	quote	1.0.44	registry	false	false	false
edge	yoke-derive	0.8.1	registry	syn	2.0.117	registry	false	false	false
edge	yoke-derive	0.8.1	registry	synstructure	0.13.2	registry	false	false	false
edge	zerofrom	0.1.6	registry	zerofrom-derive	0.1.6	registry	false	false	false
edge	zerofrom-derive	0.1.6	registry	proc-macro2	1.0.106	registry	false	false	false
edge	zerofrom-derive	0.1.6	registry	quote	1.0.44	registry	false	false	false
edge	zerofrom-derive	0.1.6	registry	syn	2.0.117	registry	false	false	false
edge	zerofrom-derive	0.1.6	registry	synstructure	0.13.2	registry	false	false	false
edge	zerotrie	0.2.3	registry	displaydoc	0.2.5	registry	false	false	false
edge	zerotrie	0.2.3	registry	yoke	0.8.1	registry	false	false	false
edge	zerotrie	0.2.3	registry	zerofrom	0.1.6	registry	false	false	false
edge	zerovec	0.11.5	registry	yoke	0.8.1	registry	false	false	false
edge	zerovec	0.11.5	registry	zerofrom	0.1.6	registry	false	false	false
edge	zerovec	0.11.5	registry	zerovec-derive	0.11.2	registry	false	false	false
edge	zerovec-derive	0.11.2	registry	proc-macro2	1.0.106	registry	false	false	false
edge	zerovec-derive	0.11.2	registry	quote	1.0.44	registry	false	false	false
edge	zerovec-derive	0.11.2	registry	syn	2.0.117	registry	false	false	false
