parent_name	parent_version	child_name	child_version	edge_contexts	cargo_all_targets_active
serde_yaml	0.9.34+deprecated	serde	1.0.228	normal:all	true
serde_yaml	0.9.34+deprecated	unsafe-libyaml	0.2.11	normal:all	true
sha1	0.10.6	cfg-if	1.0.4	normal:all	true
sha1	0.10.6	cpufeatures	0.2.17	"normal:cfg(any(target_arch = ""aarch64"", target_arch = ""x86"", target_arch = ""x86_64""))"	true
sha1	0.10.6	digest	0.10.7	normal:all	true
sha2	0.10.9	cfg-if	1.0.4	normal:all	true
sha2	0.10.9	cpufeatures	0.2.17	"normal:cfg(any(target_arch = ""aarch64"", target_arch = ""x86_64"", target_arch = ""x86""))"	true
sha2	0.10.9	digest	0.10.7	normal:all	true
sha3	0.10.8	digest	0.10.7	normal:all	true
sha3	0.10.8	keccak	0.1.6	normal:all	true
sharded-slab	0.1.7	lazy_static	1.5.0	normal:all	true
shellexpand	3.1.2	dirs	6.0.0	normal:all	true
signal-hook-registry	1.4.8	errno	0.3.14	normal:all	true
signal-hook-registry	1.4.8	libc	0.2.186	normal:all	true
signatory	0.27.1	pkcs8	0.10.2	normal:all	true
signatory	0.27.1	rand_core	0.6.4	normal:all	true
signatory	0.27.1	signature	2.2.0	normal:all	true
signatory	0.27.1	zeroize	1.8.2	normal:all	true
signature	2.2.0	digest	0.10.7	normal:all	true
signature	2.2.0	rand_core	0.6.4	normal:all	true
slotmap	1.1.1	version_check	0.9.5	build:all	true
smallvec	1.15.1	serde	1.0.228	normal:all	true
smol_str	0.2.2	serde	1.0.228	normal:all	false
socket2	0.5.10	libc	0.2.186	normal:cfg(unix)	true
socket2	0.5.10	windows-sys	0.52.0	normal:cfg(windows)	true
socket2	0.6.4	libc	0.2.186	"normal:cfg(any(unix, target_os = ""wasi""))"	true
socket2	0.6.4	windows-sys	0.61.2	normal:cfg(windows)	true
spin	0.10.1	portable-atomic	1.13.1	normal:all	true
spin	0.9.9	lock_api	0.4.14	normal:all	true
spki	0.7.3	base64ct	1.8.3	normal:all	false
spki	0.7.3	der	0.7.10	normal:all	true
sqlite-wasm-rs	0.5.2	cc	1.2.56	build:all	true
sqlite-wasm-rs	0.5.2	js-sys	0.3.90	normal:all	true
sqlite-wasm-rs	0.5.2	rsqlite-vfs	0.1.0	normal:all	true
sqlite-wasm-rs	0.5.2	wasm-bindgen	0.2.113	normal:all	true
stabby	72.1.4	rustversion	1.0.22	normal:all	true
stabby	72.1.4	stabby-abi	72.1.4	normal:all	true
stabby-abi	72.1.4	rustc_version	0.4.1	build:all	true
stabby-abi	72.1.4	rustversion	1.0.22	normal:all	true
stabby-abi	72.1.4	sha2-const-stable	0.1.0	normal:all	true
stabby-abi	72.1.4	stabby-macros	72.1.4	normal:all	true
stabby-macros	72.1.4	proc-macro-crate	2.0.2	normal:all	true
stabby-macros	72.1.4	proc-macro2	1.0.106	normal:all	true
stabby-macros	72.1.4	quote	1.0.44	normal:all	true
stabby-macros	72.1.4	rand	0.8.6	normal:all	true
stabby-macros	72.1.4	syn	2.0.117	normal:all	true
syn	2.0.117	proc-macro2	1.0.106	normal:all	true
syn	2.0.117	quote	1.0.44	normal:all	true
syn	2.0.117	unicode-ident	1.0.24	normal:all	true
sync_wrapper	1.0.2	futures-core	0.3.32	normal:all	true
synstructure	0.13.2	proc-macro2	1.0.106	normal:all	true
synstructure	0.13.2	quote	1.0.44	normal:all	true
synstructure	0.13.2	syn	2.0.117	normal:all	true
tempfile	3.27.0	fastrand	2.3.0	normal:all	true
tempfile	3.27.0	getrandom	0.4.1	"normal:cfg(any(unix, windows, target_os = ""wasi""))"	true
tempfile	3.27.0	once_cell	1.21.3	normal:all	true
tempfile	3.27.0	rustix	1.1.4	"normal:cfg(any(unix, target_os = ""wasi""))"	true
tempfile	3.27.0	windows-sys	0.61.2	normal:cfg(windows)	true
termcolor	1.4.1	winapi-util	0.1.11	normal:cfg(windows)	true
thiserror	1.0.69	thiserror-impl	1.0.69	normal:all	true
thiserror	2.0.18	thiserror-impl	2.0.18	normal:all	true
thiserror-impl	1.0.69	proc-macro2	1.0.106	normal:all	true
thiserror-impl	1.0.69	quote	1.0.44	normal:all	true
thiserror-impl	1.0.69	syn	2.0.117	normal:all	true
thiserror-impl	2.0.18	proc-macro2	1.0.106	normal:all	true
thiserror-impl	2.0.18	quote	1.0.44	normal:all	true
thiserror-impl	2.0.18	syn	2.0.117	normal:all	true
thread_local	1.1.9	cfg-if	1.0.4	normal:all	true
time	0.3.47	deranged	0.5.8	normal:all	true
time	0.3.47	itoa	1.0.17	normal:all	true
time	0.3.47	num-conv	0.2.0	normal:all	true
time	0.3.47	powerfmt	0.2.0	normal:all	true
time	0.3.47	serde_core	1.0.228	normal:all	true
time	0.3.47	time-core	0.1.8	normal:all	true
time	0.3.47	time-macros	0.2.27	normal:all	true
time-macros	0.2.27	num-conv	0.2.0	normal:all	true
time-macros	0.2.27	time-core	0.1.8	normal:all	true
tinystr	0.8.2	displaydoc	0.2.5	normal:all	true
tinystr	0.8.2	zerovec	0.11.5	normal:all	true
tinytemplate	1.2.1	serde	1.0.228	normal:all	true
tinytemplate	1.2.1	serde_json	1.0.149	normal:all	true
tinyvec	1.10.0	tinyvec_macros	0.1.1	normal:all	true
tls-listener	0.11.2	futures-util	0.3.32	normal:all	true
tls-listener	0.11.2	pin-project-lite	0.2.16	normal:all	true
tls-listener	0.11.2	thiserror	2.0.18	normal:all	true
tls-listener	0.11.2	tokio	1.52.3	normal:all	true
tls-listener	0.11.2	tokio-rustls	0.26.4	normal:all	true
token-cell	2.1.1	paste	1.0.15	normal:all	true
token-cell	2.1.1	portable-atomic	1.13.1	normal:all	true
token-cell	2.1.1	rustversion	1.0.22	normal:all	true
tokio	1.52.3	bytes	1.11.1	normal:all	true
tokio	1.52.3	libc	0.2.186	"normal:cfg(all(tokio_unstable, target_os = ""linux""));normal:cfg(target_os = ""wasi"");normal:cfg(unix)"	true
tokio	1.52.3	mio	1.2.1	"normal:all;normal:cfg(all(tokio_unstable, target_os = ""linux""))"	true
tokio	1.52.3	parking_lot	0.12.5	normal:all	true
tokio	1.52.3	pin-project-lite	0.2.16	normal:all	true
tokio	1.52.3	signal-hook-registry	1.4.8	normal:cfg(unix)	true
tokio	1.52.3	socket2	0.6.4	"normal:cfg(any(not(target_family = ""wasm""), all(target_os = ""wasi"", not(target_env = ""p1""))))"	true
tokio	1.52.3	tokio-macros	2.7.0	normal:all	true
tokio	1.52.3	windows-sys	0.61.2	normal:cfg(windows)	true
tokio-macros	2.7.0	proc-macro2	1.0.106	normal:all	true
tokio-macros	2.7.0	quote	1.0.44	normal:all	true
tokio-macros	2.7.0	syn	2.0.117	normal:all	true
tokio-rustls	0.26.4	rustls	0.23.37	normal:all	true
tokio-rustls	0.26.4	tokio	1.52.3	normal:all	true
tokio-stream	0.1.18	futures-core	0.3.32	normal:all	true
tokio-stream	0.1.18	pin-project-lite	0.2.16	normal:all	true
tokio-stream	0.1.18	tokio	1.52.3	normal:all	true
tokio-tungstenite	0.24.0	futures-util	0.3.32	normal:all	true
tokio-tungstenite	0.24.0	log	0.4.29	normal:all	true
tokio-tungstenite	0.24.0	tokio	1.52.3	normal:all	true
tokio-tungstenite	0.24.0	tungstenite	0.24.0	normal:all	true
tokio-util	0.7.18	bytes	1.11.1	normal:all	true
tokio-util	0.7.18	futures-core	0.3.32	normal:all	true
tokio-util	0.7.18	futures-sink	0.3.32	normal:all	true
tokio-util	0.7.18	futures-util	0.3.32	normal:all	true
tokio-util	0.7.18	pin-project-lite	0.2.16	normal:all	true
tokio-util	0.7.18	tokio	1.52.3	normal:all	true
tokio-websockets	0.10.1	base64	0.22.1	normal:all	true
tokio-websockets	0.10.1	bytes	1.11.1	normal:all	true
tokio-websockets	0.10.1	futures-core	0.3.32	normal:all	true
tokio-websockets	0.10.1	futures-sink	0.3.32	normal:all	true
tokio-websockets	0.10.1	http	1.4.0	normal:all	true
tokio-websockets	0.10.1	httparse	1.10.1	normal:all	true
tokio-websockets	0.10.1	rand	0.8.6	normal:all	true
tokio-websockets	0.10.1	ring	0.17.14	normal:all	true
tokio-websockets	0.10.1	rustls-pki-types	1.14.0	normal:all	true
tokio-websockets	0.10.1	tokio	1.52.3	normal:all	true
tokio-websockets	0.10.1	tokio-rustls	0.26.4	normal:all	true
tokio-websockets	0.10.1	tokio-util	0.7.18	normal:all	true
tokio-websockets	0.10.1	webpki-roots	0.26.11	normal:all	true
toml	0.9.12+spec-1.1.0	indexmap	2.14.0	normal:all	false
toml	0.9.12+spec-1.1.0	serde_core	1.0.228	normal:all	true
toml	0.9.12+spec-1.1.0	serde_spanned	1.0.4	normal:all	true
toml	0.9.12+spec-1.1.0	toml_datetime	0.7.5+spec-1.1.0	normal:all	true
toml	0.9.12+spec-1.1.0	toml_parser	1.0.9+spec-1.1.0	normal:all	true
toml	0.9.12+spec-1.1.0	toml_writer	1.0.6+spec-1.1.0	normal:all	true
toml	0.9.12+spec-1.1.0	winnow	0.7.14	normal:all	true
toml	1.0.6+spec-1.1.0	indexmap	2.14.0	normal:all	false
toml	1.0.6+spec-1.1.0	serde_core	1.0.228	normal:all	true
toml	1.0.6+spec-1.1.0	serde_spanned	1.0.4	normal:all	true
toml	1.0.6+spec-1.1.0	toml_datetime	1.0.0+spec-1.1.0	normal:all	true
toml	1.0.6+spec-1.1.0	toml_parser	1.0.9+spec-1.1.0	normal:all	true
toml	1.0.6+spec-1.1.0	toml_writer	1.0.6+spec-1.1.0	normal:all	true
toml	1.0.6+spec-1.1.0	winnow	0.7.14	normal:all	true
toml_datetime	0.7.5+spec-1.1.0	serde_core	1.0.228	normal:all	true
toml_datetime	1.0.0+spec-1.1.0	serde_core	1.0.228	normal:all	true
toml_edit	0.20.2	indexmap	2.14.0	normal:all	true
toml_edit	0.20.2	toml_datetime	0.6.3	normal:all	true
toml_edit	0.20.2	winnow	0.5.40	normal:all	true
toml_edit	0.23.10+spec-1.0.0	indexmap	2.14.0	normal:all	true
toml_edit	0.23.10+spec-1.0.0	toml_datetime	0.7.5+spec-1.1.0	normal:all	true
toml_edit	0.23.10+spec-1.0.0	toml_parser	1.0.9+spec-1.1.0	normal:all	true
toml_edit	0.23.10+spec-1.0.0	winnow	0.7.14	normal:all	true
toml_parser	1.0.9+spec-1.1.0	winnow	0.7.14	normal:all	true
tower	0.5.3	futures-core	0.3.32	normal:all	true
tower	0.5.3	futures-util	0.3.32	normal:all	true
tower	0.5.3	pin-project-lite	0.2.16	normal:all	true
tower	0.5.3	sync_wrapper	1.0.2	normal:all	true
tower	0.5.3	tokio	1.52.3	normal:all	true
tower	0.5.3	tower-layer	0.3.3	normal:all	true
tower	0.5.3	tower-service	0.3.3	normal:all	true
tower	0.5.3	tracing	0.1.44	normal:all	true
tower-http	0.6.8	bitflags	2.11.0	normal:all	true
tower-http	0.6.8	bytes	1.11.1	normal:all	true
tower-http	0.6.8	futures-core	0.3.32	normal:all	true
tower-http	0.6.8	futures-util	0.3.32	normal:all	true
tower-http	0.6.8	http	1.4.0	normal:all	true
tower-http	0.6.8	http-body	1.0.1	normal:all	true
tower-http	0.6.8	http-body-util	0.1.3	normal:all	true
tower-http	0.6.8	http-range-header	0.4.2	normal:all	true
tower-http	0.6.8	httpdate	1.0.3	normal:all	true
tower-http	0.6.8	iri-string	0.7.10	normal:all	true
tower-http	0.6.8	mime	0.3.17	normal:all	true
tower-http	0.6.8	mime_guess	2.0.5	normal:all	true
tower-http	0.6.8	percent-encoding	2.3.2	normal:all	true
tower-http	0.6.8	pin-project-lite	0.2.16	normal:all	true
tower-http	0.6.8	tokio	1.52.3	normal:all	true
tower-http	0.6.8	tokio-util	0.7.18	normal:all	true
tower-http	0.6.8	tower	0.5.3	normal:all	true
tower-http	0.6.8	tower-layer	0.3.3	normal:all	true
tower-http	0.6.8	tower-service	0.3.3	normal:all	true
tower-http	0.6.8	tracing	0.1.44	normal:all	true
tracing	0.1.44	log	0.4.29	normal:all	true
tracing	0.1.44	pin-project-lite	0.2.16	normal:all	true
tracing	0.1.44	tracing-attributes	0.1.31	normal:all	true
tracing	0.1.44	tracing-core	0.1.36	normal:all	true
tracing-attributes	0.1.31	proc-macro2	1.0.106	normal:all	true
tracing-attributes	0.1.31	quote	1.0.44	normal:all	true
tracing-attributes	0.1.31	syn	2.0.117	normal:all	true
tracing-core	0.1.36	once_cell	1.21.3	normal:all	true
tracing-core	0.1.36	valuable	0.1.1	normal:cfg(tracing_unstable)	false
tracing-log	0.2.0	log	0.4.29	normal:all	true
tracing-log	0.2.0	once_cell	1.21.3	normal:all	true
tracing-log	0.2.0	tracing-core	0.1.36	normal:all	true
tracing-serde	0.2.0	serde	1.0.228	normal:all	true
tracing-serde	0.2.0	tracing-core	0.1.36	normal:all	true
tracing-subscriber	0.3.22	matchers	0.2.0	normal:all	true
tracing-subscriber	0.3.22	nu-ansi-term	0.50.3	normal:all	true
tracing-subscriber	0.3.22	once_cell	1.21.3	normal:all	true
tracing-subscriber	0.3.22	regex-automata	0.4.14	normal:all	true
tracing-subscriber	0.3.22	serde	1.0.228	normal:all	true
tracing-subscriber	0.3.22	serde_json	1.0.149	normal:all	true
tracing-subscriber	0.3.22	sharded-slab	0.1.7	normal:all	true
tracing-subscriber	0.3.22	smallvec	1.15.1	normal:all	true
tracing-subscriber	0.3.22	thread_local	1.1.9	normal:all	true
tracing-subscriber	0.3.22	tracing	0.1.44	normal:all	true
tracing-subscriber	0.3.22	tracing-core	0.1.36	normal:all	true
tracing-subscriber	0.3.22	tracing-log	0.2.0	normal:all	true
tracing-subscriber	0.3.22	tracing-serde	0.2.0	normal:all	true
tryhard	0.5.2	pin-project-lite	0.2.16	normal:all	true
tryhard	0.5.2	tokio	1.52.3	normal:all	true
tungstenite	0.24.0	byteorder	1.5.0	normal:all	true
tungstenite	0.24.0	bytes	1.11.1	normal:all	true
tungstenite	0.24.0	data-encoding	2.10.0	normal:all	true
tungstenite	0.24.0	http	1.4.0	normal:all	true
tungstenite	0.24.0	httparse	1.10.1	normal:all	true
tungstenite	0.24.0	log	0.4.29	normal:all	true
tungstenite	0.24.0	rand	0.8.6	normal:all	true
tungstenite	0.24.0	sha1	0.10.6	normal:all	true
tungstenite	0.24.0	thiserror	1.0.69	normal:all	true
tungstenite	0.24.0	utf-8	0.7.6	normal:all	true
uhlc	0.8.2	humantime	2.3.0	normal:all	true
uhlc	0.8.2	lazy_static	1.5.0	normal:all	true
uhlc	0.8.2	log	0.4.29	normal:all	true
uhlc	0.8.2	rand	0.8.6	normal:all	true
uhlc	0.8.2	serde	1.0.228	normal:all	true
uhlc	0.8.2	spin	0.10.1	normal:all	true
unzip-n	0.1.4	proc-macro2	1.0.106	normal:all	true
unzip-n	0.1.4	quote	1.0.44	normal:all	true
unzip-n	0.1.4	syn	2.0.117	normal:all	true
url	2.5.8	form_urlencoded	1.2.2	normal:all	true
url	2.5.8	idna	1.1.0	normal:all	true
url	2.5.8	percent-encoding	2.3.2	normal:all	true
url	2.5.8	serde	1.0.228	normal:all	false
uuid	1.22.0	getrandom	0.4.1	"normal:cfg(not(all(target_arch = ""wasm32"", any(target_os = ""unknown"", target_os = ""none""))))"	true
uuid	1.22.0	js-sys	0.3.90	"normal:cfg(all(target_arch = ""wasm32"", any(target_os = ""unknown"", target_os = ""none""), target_feature = ""atomics""))"	true
uuid	1.22.0	serde_core	1.0.228	normal:all	true
uuid	1.22.0	wasm-bindgen	0.2.113	"normal:cfg(all(target_arch = ""wasm32"", any(target_os = ""unknown"", target_os = ""none"")))"	true
validated_struct	2.2.0	json5	0.4.1	normal:all	true
validated_struct	2.2.0	serde	1.0.228	normal:all	true
validated_struct	2.2.0	serde_json	1.0.149	normal:all	true
validated_struct	2.2.0	validated_struct_macros	2.2.0	normal:all	true
validated_struct_macros	2.2.0	proc-macro2	1.0.106	normal:all	true
validated_struct_macros	2.2.0	quote	1.0.44	normal:all	true
validated_struct_macros	2.2.0	syn	2.0.117	normal:all	true
validated_struct_macros	2.2.0	unzip-n	0.1.4	normal:all	true
variadics_please	1.1.0	proc-macro2	1.0.106	normal:all	true
variadics_please	1.1.0	quote	1.0.44	normal:all	true
variadics_please	1.1.0	syn	2.0.117	normal:all	true
walkdir	2.5.0	same-file	1.0.6	normal:all	true
walkdir	2.5.0	winapi-util	0.1.11	normal:cfg(windows)	true
want	0.3.1	try-lock	0.2.5	normal:all	true
wasip2	1.0.2+wasi-0.2.9	wit-bindgen	0.51.0	normal:all	true
wasip3	0.4.0+wasi-0.3.0-rc-2026-01-06	wit-bindgen	0.51.0	normal:all	true
wasm-bindgen	0.2.113	cfg-if	1.0.4	normal:all	true
wasm-bindgen	0.2.113	once_cell	1.21.3	normal:all	true
wasm-bindgen	0.2.113	rustversion	1.0.22	build:all	true
wasm-bindgen	0.2.113	wasm-bindgen-macro	0.2.113	normal:all	true
wasm-bindgen	0.2.113	wasm-bindgen-shared	0.2.113	normal:all	true
wasm-bindgen-futures	0.4.63	cfg-if	1.0.4	normal:all	true
wasm-bindgen-futures	0.4.63	futures-util	0.3.32	normal:all	true
wasm-bindgen-futures	0.4.63	js-sys	0.3.90	normal:all	true
wasm-bindgen-futures	0.4.63	once_cell	1.21.3	normal:all	true
wasm-bindgen-futures	0.4.63	wasm-bindgen	0.2.113	normal:all	true
wasm-bindgen-futures	0.4.63	web-sys	0.3.90	"normal:cfg(target_feature = ""atomics"")"	true
wasm-bindgen-macro	0.2.113	quote	1.0.44	normal:all	true
wasm-bindgen-macro	0.2.113	wasm-bindgen-macro-support	0.2.113	normal:all	true
wasm-bindgen-macro-support	0.2.113	bumpalo	3.20.2	normal:all	true
wasm-bindgen-macro-support	0.2.113	proc-macro2	1.0.106	normal:all	true
wasm-bindgen-macro-support	0.2.113	quote	1.0.44	normal:all	true
wasm-bindgen-macro-support	0.2.113	syn	2.0.117	normal:all	true
wasm-bindgen-macro-support	0.2.113	wasm-bindgen-shared	0.2.113	normal:all	true
wasm-bindgen-shared	0.2.113	unicode-ident	1.0.24	normal:all	true
wasm-compose	0.248.0	anyhow	1.0.103	normal:all	true
wasm-compose	0.248.0	heck	0.5.0	normal:all	true
wasm-compose	0.248.0	indexmap	2.14.0	normal:all	true
wasm-compose	0.248.0	log	0.4.29	normal:all	true
wasm-compose	0.248.0	petgraph	0.6.5	normal:all	true
wasm-compose	0.248.0	smallvec	1.15.1	normal:all	true
wasm-compose	0.248.0	wasm-encoder	0.248.0	normal:all	true
wasm-compose	0.248.0	wasmparser	0.248.0	normal:all	true
wasm-compose	0.248.0	wat	1.250.0	normal:all	true
wasm-encoder	0.244.0	leb128fmt	0.1.0	normal:all	false
wasm-encoder	0.244.0	wasmparser	0.244.0	normal:all	false
wasm-encoder	0.248.0	leb128fmt	0.1.0	normal:all	true
wasm-encoder	0.248.0	wasmparser	0.248.0	normal:all	true
wasm-encoder	0.250.0	leb128fmt	0.1.0	normal:all	true
wasm-encoder	0.250.0	wasmparser	0.250.0	normal:all	false
wasm-metadata	0.244.0	anyhow	1.0.103	normal:all	false
wasm-metadata	0.244.0	indexmap	2.14.0	normal:all	false
wasm-metadata	0.244.0	wasm-encoder	0.244.0	normal:all	false
wasm-metadata	0.244.0	wasmparser	0.244.0	normal:all	false
wasmparser	0.244.0	bitflags	2.11.0	normal:all	false
wasmparser	0.244.0	hashbrown	0.15.5	normal:all	false
wasmparser	0.244.0	indexmap	2.14.0	normal:all	false
wasmparser	0.244.0	semver	1.0.27	normal:all	false
wasmparser	0.248.0	bitflags	2.11.0	normal:all	true
wasmparser	0.248.0	hashbrown	0.17.1	normal:all	false
wasmparser	0.248.0	indexmap	2.14.0	normal:all	false
wasmparser	0.248.0	semver	1.0.27	normal:all	true
wasmparser	0.248.0	serde	1.0.228	normal:all	true
wasmparser	0.250.0	bitflags	2.11.0	normal:all	false
wasmparser	0.250.0	indexmap	2.14.0	normal:all	false
wasmparser	0.250.0	semver	1.0.27	normal:all	false
wasmprinter	0.248.0	anyhow	1.0.103	normal:all	true
wasmprinter	0.248.0	termcolor	1.4.1	normal:all	true
wasmprinter	0.248.0	wasmparser	0.248.0	normal:all	true
wasmtime	45.0.3	addr2line	0.26.0	normal:all	true
wasmtime	45.0.3	async-trait	0.1.89	normal:all	true
wasmtime	45.0.3	bitflags	2.11.0	normal:all	true
wasmtime	45.0.3	bumpalo	3.20.2	normal:all	true
wasmtime	45.0.3	cc	1.2.56	build:all	true
wasmtime	45.0.3	cfg-if	1.0.4	normal:all	true
wasmtime	45.0.3	encoding_rs	0.8.35	normal:all	true
wasmtime	45.0.3	futures	0.3.32	normal:all	true
wasmtime	45.0.3	fxprof-processed-profile	0.8.1	normal:all	true
wasmtime	45.0.3	gimli	0.33.0	normal:all	true
wasmtime	45.0.3	ittapi	0.4.0	"normal:cfg(all(target_arch = ""x86_64"", target_os = ""linux""));normal:cfg(all(target_arch = ""x86_64"", target_os = ""macos""));normal:cfg(all(target_arch = ""x86_64"", target_os = ""windows""))"	true
wasmtime	45.0.3	libc	0.2.186	normal:all	true
wasmtime	45.0.3	log	0.4.29	normal:all	true
wasmtime	45.0.3	mach2	0.4.3	"normal:cfg(target_vendor = ""apple"")"	true
wasmtime	45.0.3	memfd	0.6.5	"normal:cfg(target_os = ""linux"")"	true
wasmtime	45.0.3	object	0.39.1	normal:all	true
wasmtime	45.0.3	once_cell	1.21.3	normal:all	true
wasmtime	45.0.3	postcard	1.1.3	normal:all	true
wasmtime	45.0.3	pulley-interpreter	45.0.3	normal:all	true
wasmtime	45.0.3	rayon	1.11.0	normal:all	true
wasmtime	45.0.3	rustix	1.1.4	normal:cfg(unix)	true
wasmtime	45.0.3	semver	1.0.27	normal:all	true
wasmtime	45.0.3	serde	1.0.228	normal:all	true
wasmtime	45.0.3	serde_derive	1.0.228	normal:all	true
wasmtime	45.0.3	serde_json	1.0.149	normal:all	true
wasmtime	45.0.3	smallvec	1.15.1	normal:all	true
wasmtime	45.0.3	target-lexicon	0.13.5	normal:all	true
wasmtime	45.0.3	tempfile	3.27.0	normal:all	true
wasmtime	45.0.3	wasm-compose	0.248.0	normal:all	true
wasmtime	45.0.3	wasm-encoder	0.248.0	normal:all	true
wasmtime	45.0.3	wasmparser	0.248.0	normal:all	true
wasmtime	45.0.3	wasmtime-environ	45.0.3	normal:all	true
wasmtime	45.0.3	wasmtime-internal-cache	45.0.3	normal:all	true
wasmtime	45.0.3	wasmtime-internal-component-macro	45.0.3	normal:all	true
wasmtime	45.0.3	wasmtime-internal-component-util	45.0.3	normal:all	true
wasmtime	45.0.3	wasmtime-internal-core	45.0.3	normal:all	true
wasmtime	45.0.3	wasmtime-internal-cranelift	45.0.3	normal:all	true
wasmtime	45.0.3	wasmtime-internal-fiber	45.0.3	normal:all	true
wasmtime	45.0.3	wasmtime-internal-jit-debug	45.0.3	normal:all	true
wasmtime	45.0.3	wasmtime-internal-jit-icache-coherence	45.0.3	normal:all	true
wasmtime	45.0.3	wasmtime-internal-unwinder	45.0.3	normal:all	true
wasmtime	45.0.3	wasmtime-internal-versioned-export-macros	45.0.3	build:all;normal:all	true
wasmtime	45.0.3	wasmtime-internal-winch	45.0.3	normal:all	false
wasmtime	45.0.3	wat	1.250.0	normal:all	true
wasmtime	45.0.3	windows-sys	0.61.2	"normal:cfg(target_os = ""windows"")"	true
wasmtime-environ	45.0.3	anyhow	1.0.103	normal:all	true
wasmtime-environ	45.0.3	cpp_demangle	0.4.5	normal:all	true
wasmtime-environ	45.0.3	cranelift-bforest	0.132.3	normal:all	true
wasmtime-environ	45.0.3	cranelift-bitset	0.132.3	normal:all	true
wasmtime-environ	45.0.3	cranelift-entity	0.132.3	normal:all	true
wasmtime-environ	45.0.3	gimli	0.33.0	normal:all	true
wasmtime-environ	45.0.3	hashbrown	0.17.1	normal:all	true
wasmtime-environ	45.0.3	indexmap	2.14.0	normal:all	true
wasmtime-environ	45.0.3	log	0.4.29	normal:all	true
wasmtime-environ	45.0.3	object	0.39.1	normal:all	true
wasmtime-environ	45.0.3	postcard	1.1.3	normal:all	true
wasmtime-environ	45.0.3	rustc-demangle	0.1.27	normal:all	true
wasmtime-environ	45.0.3	semver	1.0.27	normal:all	true
wasmtime-environ	45.0.3	serde	1.0.228	normal:all	true
wasmtime-environ	45.0.3	serde_derive	1.0.228	normal:all	true
wasmtime-environ	45.0.3	sha2	0.10.9	normal:all	true
wasmtime-environ	45.0.3	smallvec	1.15.1	normal:all	true
wasmtime-environ	45.0.3	target-lexicon	0.13.5	normal:all	true
wasmtime-environ	45.0.3	wasm-encoder	0.248.0	normal:all	true
wasmtime-environ	45.0.3	wasmparser	0.248.0	normal:all	true
wasmtime-environ	45.0.3	wasmprinter	0.248.0	normal:all	true
wasmtime-environ	45.0.3	wasmtime-internal-component-util	45.0.3	normal:all	true
wasmtime-environ	45.0.3	wasmtime-internal-core	45.0.3	normal:all	true
wasmtime-internal-cache	45.0.3	base64	0.22.1	normal:all	true
wasmtime-internal-cache	45.0.3	directories-next	2.0.0	normal:all	true
wasmtime-internal-cache	45.0.3	log	0.4.29	normal:all	true
wasmtime-internal-cache	45.0.3	postcard	1.1.3	normal:all	true
wasmtime-internal-cache	45.0.3	rustix	1.1.4	"normal:cfg(not(target_os = ""windows""))"	true
wasmtime-internal-cache	45.0.3	serde	1.0.228	normal:all	true
wasmtime-internal-cache	45.0.3	serde_derive	1.0.228	normal:all	true
wasmtime-internal-cache	45.0.3	sha2	0.10.9	normal:all	true
wasmtime-internal-cache	45.0.3	toml	0.9.12+spec-1.1.0	normal:all	true
wasmtime-internal-cache	45.0.3	wasmtime-environ	45.0.3	normal:all	true
wasmtime-internal-cache	45.0.3	windows-sys	0.61.2	"normal:cfg(target_os = ""windows"")"	true
wasmtime-internal-cache	45.0.3	zstd	0.13.3	normal:all	true
wasmtime-internal-component-macro	45.0.3	anyhow	1.0.103	normal:all	true
wasmtime-internal-component-macro	45.0.3	proc-macro2	1.0.106	normal:all	true
wasmtime-internal-component-macro	45.0.3	quote	1.0.44	normal:all	true
wasmtime-internal-component-macro	45.0.3	syn	2.0.117	normal:all	true
wasmtime-internal-component-macro	45.0.3	wasmtime-internal-component-util	45.0.3	normal:all	true
wasmtime-internal-component-macro	45.0.3	wasmtime-internal-wit-bindgen	45.0.3	normal:all	true
wasmtime-internal-component-macro	45.0.3	wit-parser	0.248.0	normal:all	true
wasmtime-internal-core	45.0.3	anyhow	1.0.103	normal:all	true
wasmtime-internal-core	45.0.3	hashbrown	0.17.1	normal:all	true
wasmtime-internal-core	45.0.3	libm	0.2.16	normal:all	true
wasmtime-internal-core	45.0.3	serde	1.0.228	normal:all	true
wasmtime-internal-cranelift	45.0.3	cfg-if	1.0.4	normal:all	true
wasmtime-internal-cranelift	45.0.3	cranelift-codegen	0.132.3	normal:all	true
wasmtime-internal-cranelift	45.0.3	cranelift-control	0.132.3	normal:all	true
wasmtime-internal-cranelift	45.0.3	cranelift-entity	0.132.3	normal:all	true
wasmtime-internal-cranelift	45.0.3	cranelift-frontend	0.132.3	normal:all	true
wasmtime-internal-cranelift	45.0.3	cranelift-native	0.132.3	normal:all	true
wasmtime-internal-cranelift	45.0.3	gimli	0.33.0	normal:all	true
wasmtime-internal-cranelift	45.0.3	itertools	0.14.0	normal:all	true
wasmtime-internal-cranelift	45.0.3	log	0.4.29	normal:all	true
wasmtime-internal-cranelift	45.0.3	object	0.39.1	normal:all	true
wasmtime-internal-cranelift	45.0.3	pulley-interpreter	45.0.3	normal:all	true
wasmtime-internal-cranelift	45.0.3	smallvec	1.15.1	normal:all	true
wasmtime-internal-cranelift	45.0.3	target-lexicon	0.13.5	normal:all	true
wasmtime-internal-cranelift	45.0.3	thiserror	2.0.18	normal:all	true
