parent_name	parent_version	child_name	child_version	edge_contexts	cargo_all_targets_active
keccak	0.1.6	cpufeatures	0.2.17	"normal:cfg(target_arch = ""aarch64"")"	true
keyed-set	1.1.0	hashbrown	0.14.5	normal:all	true
landlock	0.4.4	enumflags2	0.7.12	normal:all	true
landlock	0.4.4	libc	0.2.186	normal:all	true
landlock	0.4.4	thiserror	2.0.18	normal:all	true
lazy_static	1.5.0	spin	0.9.9	normal:all	true
libloading	0.8.9	cfg-if	1.0.4	normal:cfg(unix)	true
libloading	0.8.9	windows-link	0.2.1	normal:cfg(windows)	true
libredox	0.1.12	bitflags	2.11.0	normal:all	true
libredox	0.1.12	libc	0.2.186	normal:all	true
libsqlite3-sys	0.36.0	cc	1.2.56	build:all	true
libsqlite3-sys	0.36.0	pkg-config	0.3.32	build:all	true
libsqlite3-sys	0.36.0	vcpkg	0.2.15	build:all	true
lock_api	0.4.14	scopeguard	1.2.0	normal:all	true
lz4_flex	0.11.6	twox-hash	2.1.2	normal:all	true
mach2	0.4.3	libc	0.2.186	"normal:cfg(any(target_os = ""macos"", target_os = ""ios""))"	true
matchers	0.2.0	regex-automata	0.4.14	normal:all	true
memfd	0.6.5	rustix	1.1.4	normal:all	true
memoffset	0.9.1	autocfg	1.5.0	build:all	true
mime_guess	2.0.5	mime	0.3.17	normal:all	true
mime_guess	2.0.5	unicase	2.9.0	build:all;normal:all	true
miniz_oxide	0.8.9	adler2	2.0.1	normal:all	true
miniz_oxide	0.8.9	simd-adler32	0.3.8	normal:all	true
mio	1.2.1	libc	0.2.186	"normal:cfg(any(unix, target_os = ""hermit"", target_os = ""wasi""))"	true
mio	1.2.1	wasi	0.11.1+wasi-snapshot-preview1	"normal:cfg(target_os = ""wasi"")"	true
mio	1.2.1	windows-sys	0.61.2	normal:cfg(windows)	true
nanorand	0.7.0	getrandom	0.2.17	normal:all	true
nix	0.29.0	bitflags	2.11.0	normal:all	true
nix	0.29.0	cfg-if	1.0.4	normal:all	true
nix	0.29.0	cfg_aliases	0.2.1	build:all	true
nix	0.29.0	libc	0.2.186	normal:all	true
nix	0.30.1	bitflags	2.11.0	normal:all	true
nix	0.30.1	cfg-if	1.0.4	normal:all	true
nix	0.30.1	cfg_aliases	0.2.1	build:all	true
nix	0.30.1	libc	0.2.186	normal:all	true
nix	0.30.1	memoffset	0.9.1	normal:all	true
nkeys	0.4.5	data-encoding	2.10.0	normal:all	true
nkeys	0.4.5	ed25519	2.2.3	normal:all	true
nkeys	0.4.5	ed25519-dalek	2.2.0	normal:all	true
nkeys	0.4.5	getrandom	0.2.17	"normal:cfg(target_arch = ""wasm32"")"	true
nkeys	0.4.5	log	0.4.29	normal:all	true
nkeys	0.4.5	rand	0.8.6	normal:all	true
nkeys	0.4.5	signatory	0.27.1	normal:all	true
nom	7.1.3	memchr	2.8.0	normal:all	true
nom	7.1.3	minimal-lexical	0.2.1	normal:all	true
nonempty-collections	0.3.1	serde	1.0.228	normal:all	true
nu-ansi-term	0.50.3	windows-sys	0.61.2	normal:cfg(windows)	true
nuid	0.5.0	rand	0.8.6	normal:all	true
num-bigint	0.4.6	num-integer	0.1.46	normal:all	true
num-bigint	0.4.6	num-traits	0.2.19	normal:all	true
num-bigint-dig	0.8.6	lazy_static	1.5.0	normal:all	true
num-bigint-dig	0.8.6	libm	0.2.16	normal:all	true
num-bigint-dig	0.8.6	num-integer	0.1.46	normal:all	true
num-bigint-dig	0.8.6	num-iter	0.1.45	normal:all	true
num-bigint-dig	0.8.6	num-traits	0.2.19	normal:all	true
num-bigint-dig	0.8.6	rand	0.8.6	normal:all	true
num-bigint-dig	0.8.6	smallvec	1.15.1	normal:all	true
num-bigint-dig	0.8.6	zeroize	1.8.2	normal:all	true
num-integer	0.1.46	num-traits	0.2.19	normal:all	true
num-iter	0.1.45	autocfg	1.5.0	build:all	true
num-iter	0.1.45	num-integer	0.1.46	normal:all	true
num-iter	0.1.45	num-traits	0.2.19	normal:all	true
num-traits	0.2.19	autocfg	1.5.0	build:all	true
num-traits	0.2.19	libm	0.2.16	normal:all	true
num_cpus	1.17.0	hermit-abi	0.5.2	"normal:cfg(target_os = ""hermit"")"	true
num_cpus	1.17.0	libc	0.2.186	normal:cfg(not(windows))	true
num_enum	0.7.5	num_enum_derive	0.7.5	normal:all	true
num_enum	0.7.5	rustversion	1.0.22	normal:all	true
num_enum_derive	0.7.5	proc-macro-crate	2.0.2	normal:all	true
num_enum_derive	0.7.5	proc-macro2	1.0.106	normal:all	true
num_enum_derive	0.7.5	quote	1.0.44	normal:all	true
num_enum_derive	0.7.5	syn	2.0.117	normal:all	true
object	0.38.1	crc32fast	1.5.0	normal:all	true
object	0.38.1	hashbrown	0.16.1	normal:all	true
object	0.38.1	indexmap	2.14.0	normal:all	true
object	0.38.1	memchr	2.8.0	normal:all	true
object	0.39.1	crc32fast	1.5.0	normal:all	true
object	0.39.1	hashbrown	0.17.1	normal:all	true
object	0.39.1	indexmap	2.14.0	normal:all	true
object	0.39.1	memchr	2.8.0	normal:all	true
oid-registry	0.8.1	asn1-rs	0.7.1	normal:all	true
page_size	0.6.0	libc	0.2.186	normal:cfg(unix)	true
page_size	0.6.0	winapi	0.3.9	normal:cfg(windows)	true
parking_lot	0.12.5	lock_api	0.4.14	normal:all	true
parking_lot	0.12.5	parking_lot_core	0.9.12	normal:all	true
parking_lot_core	0.9.12	cfg-if	1.0.4	normal:all	true
parking_lot_core	0.9.12	libc	0.2.186	normal:cfg(unix)	true
parking_lot_core	0.9.12	redox_syscall	0.5.18	"normal:cfg(target_os = ""redox"")"	true
parking_lot_core	0.9.12	smallvec	1.15.1	normal:all	true
parking_lot_core	0.9.12	windows-link	0.2.1	normal:cfg(windows)	true
pem	3.0.6	base64	0.22.1	normal:all	true
pem	3.0.6	serde_core	1.0.228	normal:all	false
pem-rfc7468	0.7.0	base64ct	1.8.3	normal:all	true
pest	2.8.6	memchr	2.8.0	normal:all	true
pest	2.8.6	ucd-trie	0.1.7	normal:all	true
pest_derive	2.8.6	pest	2.8.6	normal:all	true
pest_derive	2.8.6	pest_generator	2.8.6	normal:all	true
pest_generator	2.8.6	pest	2.8.6	normal:all	true
pest_generator	2.8.6	pest_meta	2.8.6	normal:all	true
pest_generator	2.8.6	proc-macro2	1.0.106	normal:all	true
pest_generator	2.8.6	quote	1.0.44	normal:all	true
pest_generator	2.8.6	syn	2.0.117	normal:all	true
pest_meta	2.8.6	pest	2.8.6	normal:all	true
pest_meta	2.8.6	sha2	0.10.9	build:all	true
petgraph	0.6.5	fixedbitset	0.4.2	normal:all	true
petgraph	0.6.5	indexmap	2.14.0	normal:all	true
petgraph	0.8.3	fixedbitset	0.5.7	normal:all	true
petgraph	0.8.3	hashbrown	0.15.5	normal:all	true
petgraph	0.8.3	indexmap	2.14.0	normal:all	true
petgraph	0.8.3	serde	1.0.228	normal:all	false
phf	0.13.1	phf_macros	0.13.1	normal:all	true
phf	0.13.1	phf_shared	0.13.1	normal:all	true
phf	0.13.1	serde	1.0.228	normal:all	false
phf_generator	0.13.1	fastrand	2.3.0	normal:all	true
phf_generator	0.13.1	phf_shared	0.13.1	normal:all	true
phf_macros	0.13.1	phf_generator	0.13.1	normal:all	true
phf_macros	0.13.1	phf_shared	0.13.1	normal:all	true
phf_macros	0.13.1	proc-macro2	1.0.106	normal:all	true
phf_macros	0.13.1	quote	1.0.44	normal:all	true
phf_macros	0.13.1	syn	2.0.117	normal:all	true
phf_shared	0.13.1	siphasher	1.0.2	normal:all	true
pin-project	1.1.10	pin-project-internal	1.1.10	normal:all	true
pin-project-internal	1.1.10	proc-macro2	1.0.106	normal:all	true
pin-project-internal	1.1.10	quote	1.0.44	normal:all	true
pin-project-internal	1.1.10	syn	2.0.117	normal:all	true
pkcs1	0.7.5	der	0.7.10	normal:all	true
pkcs1	0.7.5	pkcs8	0.10.2	normal:all	true
pkcs1	0.7.5	spki	0.7.3	normal:all	true
pkcs8	0.10.2	der	0.7.10	normal:all	true
pkcs8	0.10.2	spki	0.7.3	normal:all	true
plotters	0.3.7	num-traits	0.2.19	normal:all	true
plotters	0.3.7	plotters-backend	0.3.7	normal:all	true
plotters	0.3.7	plotters-svg	0.3.7	normal:all	true
plotters	0.3.7	wasm-bindgen	0.2.113	"normal:cfg(all(target_arch = ""wasm32"", not(target_os = ""wasi"")))"	true
plotters	0.3.7	web-sys	0.3.90	"normal:cfg(all(target_arch = ""wasm32"", not(target_os = ""wasi"")))"	true
plotters-svg	0.3.7	plotters-backend	0.3.7	normal:all	true
pnet_base	0.35.0	no-std-net	0.6.0	normal:all	true
pnet_datalink	0.35.0	ipnetwork	0.20.0	normal:all	true
pnet_datalink	0.35.0	libc	0.2.186	normal:all	true
pnet_datalink	0.35.0	pnet_base	0.35.0	normal:all	true
pnet_datalink	0.35.0	pnet_sys	0.35.0	normal:all	true
pnet_datalink	0.35.0	winapi	0.3.9	normal:cfg(windows)	true
pnet_sys	0.35.0	libc	0.2.186	normal:all	true
pnet_sys	0.35.0	winapi	0.3.9	normal:cfg(windows)	true
portable-atomic-util	0.2.5	portable-atomic	1.13.1	normal:all	true
postcard	1.1.3	cobs	0.3.0	normal:all	true
postcard	1.1.3	embedded-io	0.4.0	normal:all	false
postcard	1.1.3	embedded-io	0.6.1	normal:all	false
postcard	1.1.3	serde	1.0.228	normal:all	true
potential_utf	0.1.4	zerovec	0.11.5	normal:all	true
ppv-lite86	0.2.21	zerocopy	0.8.40	normal:all	true
prettyplease	0.2.37	proc-macro2	1.0.106	normal:all	false
prettyplease	0.2.37	syn	2.0.117	normal:all	false
proc-macro-crate	2.0.2	toml_datetime	0.6.3	normal:all	true
proc-macro-crate	2.0.2	toml_edit	0.20.2	normal:all	true
proc-macro2	1.0.106	unicode-ident	1.0.24	normal:all	true
pulley-interpreter	45.0.3	cranelift-bitset	0.132.3	normal:all	true
pulley-interpreter	45.0.3	log	0.4.29	normal:all	true
pulley-interpreter	45.0.3	pulley-macros	45.0.3	normal:all	true
pulley-interpreter	45.0.3	wasmtime-internal-core	45.0.3	normal:all	true
pulley-macros	45.0.3	proc-macro2	1.0.106	normal:all	true
pulley-macros	45.0.3	quote	1.0.44	normal:all	true
pulley-macros	45.0.3	syn	2.0.117	normal:all	true
quinn	0.11.9	bytes	1.11.1	normal:all	true
quinn	0.11.9	cfg_aliases	0.2.1	build:all	true
quinn	0.11.9	pin-project-lite	0.2.16	normal:all	true
quinn	0.11.9	quinn-proto	0.11.15	normal:all	true
quinn	0.11.9	quinn-udp	0.5.14	normal:all	true
quinn	0.11.9	rustc-hash	2.1.1	normal:all	true
quinn	0.11.9	rustls	0.23.37	normal:all	true
quinn	0.11.9	socket2	0.6.4	"normal:cfg(not(all(target_family = ""wasm"", target_os = ""unknown"")))"	true
quinn	0.11.9	thiserror	2.0.18	normal:all	true
quinn	0.11.9	tokio	1.52.3	normal:all	true
quinn	0.11.9	tracing	0.1.44	normal:all	true
quinn	0.11.9	web-time	1.1.0	"normal:cfg(all(target_family = ""wasm"", target_os = ""unknown""))"	true
quinn-proto	0.11.15	bytes	1.11.1	normal:all	true
quinn-proto	0.11.15	fastbloom	0.14.1	normal:all	true
quinn-proto	0.11.15	getrandom	0.3.4	"normal:cfg(all(target_family = ""wasm"", target_os = ""unknown""))"	true
quinn-proto	0.11.15	lru-slab	0.1.2	normal:all	true
quinn-proto	0.11.15	rand	0.9.4	normal:all	true
quinn-proto	0.11.15	ring	0.17.14	"normal:all;normal:cfg(all(target_family = ""wasm"", target_os = ""unknown""))"	true
quinn-proto	0.11.15	rustc-hash	2.1.1	normal:all	true
quinn-proto	0.11.15	rustls	0.23.37	normal:all	true
quinn-proto	0.11.15	rustls-pki-types	1.14.0	"normal:cfg(all(target_family = ""wasm"", target_os = ""unknown""))"	true
quinn-proto	0.11.15	rustls-platform-verifier	0.6.2	normal:all	true
quinn-proto	0.11.15	slab	0.4.12	normal:all	true
quinn-proto	0.11.15	thiserror	2.0.18	normal:all	true
quinn-proto	0.11.15	tinyvec	1.10.0	normal:all	true
quinn-proto	0.11.15	tracing	0.1.44	normal:all	true
quinn-proto	0.11.15	web-time	1.1.0	"normal:cfg(all(target_family = ""wasm"", target_os = ""unknown""))"	true
quinn-udp	0.5.14	cfg_aliases	0.2.1	build:all	true
quinn-udp	0.5.14	libc	0.2.186	normal:all	true
quinn-udp	0.5.14	once_cell	1.21.3	normal:cfg(windows)	true
quinn-udp	0.5.14	socket2	0.6.4	"normal:cfg(not(all(target_family = ""wasm"", target_os = ""unknown"")))"	true
quinn-udp	0.5.14	tracing	0.1.44	normal:all	true
quinn-udp	0.5.14	windows-sys	0.59.0	normal:cfg(windows)	true
quote	1.0.44	proc-macro2	1.0.106	normal:all	true
rand	0.10.1	chacha20	0.10.0	normal:all	true
rand	0.10.1	getrandom	0.4.1	normal:all	true
rand	0.10.1	rand_core	0.10.1	normal:all	true
rand	0.8.6	libc	0.2.186	normal:cfg(unix)	true
rand	0.8.6	rand_chacha	0.3.1	normal:all	true
rand	0.8.6	rand_core	0.6.4	normal:all	true
rand	0.9.4	rand_chacha	0.9.0	normal:all	true
rand	0.9.4	rand_core	0.9.5	normal:all	true
rand_chacha	0.3.1	ppv-lite86	0.2.21	normal:all	true
rand_chacha	0.3.1	rand_core	0.6.4	normal:all	true
rand_chacha	0.9.0	ppv-lite86	0.2.21	normal:all	true
rand_chacha	0.9.0	rand_core	0.9.5	normal:all	true
rand_core	0.6.4	getrandom	0.2.17	normal:all	true
rand_core	0.9.5	getrandom	0.3.4	normal:all	true
rand_xoshiro	0.7.0	rand_core	0.9.5	normal:all	true
rayon	1.11.0	either	1.15.0	normal:all	true
rayon	1.11.0	rayon-core	1.13.0	normal:all	true
rayon-core	1.13.0	crossbeam-deque	0.8.6	normal:all	true
rayon-core	1.13.0	crossbeam-utils	0.8.21	normal:all	true
rcgen	0.13.2	pem	3.0.6	normal:all	true
rcgen	0.13.2	ring	0.17.14	normal:all	true
rcgen	0.13.2	rustls-pki-types	1.14.0	normal:all	true
rcgen	0.13.2	time	0.3.47	normal:all	true
rcgen	0.13.2	yasna	0.5.2	normal:all	true
redb	3.1.1	libc	0.2.186	"normal:cfg(target_os = ""wasi"")"	true
redox_syscall	0.5.18	bitflags	2.11.0	normal:all	true
redox_users	0.4.6	getrandom	0.2.17	normal:all	true
redox_users	0.4.6	libredox	0.1.12	normal:all	true
redox_users	0.4.6	thiserror	1.0.69	normal:all	true
redox_users	0.5.2	getrandom	0.2.17	normal:all	true
redox_users	0.5.2	libredox	0.1.12	normal:all	true
redox_users	0.5.2	thiserror	2.0.18	normal:all	true
ref-cast	1.0.25	ref-cast-impl	1.0.25	normal:all	true
ref-cast-impl	1.0.25	proc-macro2	1.0.106	normal:all	true
ref-cast-impl	1.0.25	quote	1.0.44	normal:all	true
ref-cast-impl	1.0.25	syn	2.0.117	normal:all	true
regalloc2	0.15.1	allocator-api2	0.2.21	normal:all	true
regalloc2	0.15.1	bumpalo	3.20.2	normal:all	true
regalloc2	0.15.1	hashbrown	0.17.1	normal:all	true
regalloc2	0.15.1	log	0.4.29	normal:all	true
regalloc2	0.15.1	rustc-hash	2.1.1	normal:all	true
regalloc2	0.15.1	smallvec	1.15.1	normal:all	true
regex	1.12.3	aho-corasick	1.1.4	normal:all	true
regex	1.12.3	memchr	2.8.0	normal:all	true
regex	1.12.3	regex-automata	0.4.14	normal:all	true
regex	1.12.3	regex-syntax	0.8.10	normal:all	true
regex-automata	0.4.14	aho-corasick	1.1.4	normal:all	true
regex-automata	0.4.14	memchr	2.8.0	normal:all	true
regex-automata	0.4.14	regex-syntax	0.8.10	normal:all	true
reqwest	0.12.28	base64	0.22.1	normal:all	true
reqwest	0.12.28	bytes	1.11.1	normal:all	true
reqwest	0.12.28	futures-channel	0.3.32	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	futures-core	0.3.32	normal:all	true
reqwest	0.12.28	futures-util	0.3.32	normal:all	true
reqwest	0.12.28	http	1.4.0	normal:all	true
reqwest	0.12.28	http-body	1.0.1	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	http-body-util	0.1.3	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	hyper	1.8.1	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	hyper-rustls	0.27.7	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	hyper-util	0.1.20	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	js-sys	0.3.90	"normal:cfg(target_arch = ""wasm32"")"	true
reqwest	0.12.28	log	0.4.29	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	percent-encoding	2.3.2	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	pin-project-lite	0.2.16	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	quinn	0.11.9	"normal:cfg(not(target_arch = ""wasm32""))"	false
reqwest	0.12.28	rustls	0.23.37	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	rustls-pki-types	1.14.0	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	serde	1.0.228	normal:all	true
reqwest	0.12.28	serde_json	1.0.149	"normal:all;normal:cfg(target_arch = ""wasm32"")"	true
reqwest	0.12.28	serde_urlencoded	0.7.1	normal:all	true
reqwest	0.12.28	sync_wrapper	1.0.2	normal:all	true
reqwest	0.12.28	tokio	1.52.3	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	tokio-rustls	0.26.4	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	tower	0.5.3	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	tower-http	0.6.8	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	tower-service	0.3.3	"normal:cfg(not(target_arch = ""wasm32""))"	true
reqwest	0.12.28	url	2.5.8	normal:all	true
reqwest	0.12.28	wasm-bindgen	0.2.113	"normal:cfg(target_arch = ""wasm32"")"	true
reqwest	0.12.28	wasm-bindgen-futures	0.4.63	"normal:cfg(target_arch = ""wasm32"")"	true
reqwest	0.12.28	web-sys	0.3.90	"normal:cfg(target_arch = ""wasm32"")"	true
reqwest	0.12.28	webpki-roots	1.0.6	"normal:cfg(not(target_arch = ""wasm32""))"	true
ring	0.17.14	cc	1.2.56	build:all	true
ring	0.17.14	cfg-if	1.0.4	normal:all	true
ring	0.17.14	getrandom	0.2.17	normal:all	true
ring	0.17.14	libc	0.2.186	"normal:cfg(all(all(target_arch = ""aarch64"", target_endian = ""little""), target_vendor = ""apple"", any(target_os = ""ios"", target_os = ""macos"", target_os = ""tvos"", target_os = ""visionos"", target_os = ""watchos"")));normal:cfg(all(any(all(target_arch = ""aarch64"", target_endian = ""little""), all(target_arch = ""arm"", target_endian = ""little"")), any(target_os = ""android"", target_os = ""linux"")))"	true
ring	0.17.14	untrusted	0.9.0	normal:all	true
ring	0.17.14	windows-sys	0.52.0	"normal:cfg(all(all(target_arch = ""aarch64"", target_endian = ""little""), target_os = ""windows""))"	true
ringbuffer-spsc	0.1.15	array-init	2.1.0	normal:all	true
ringbuffer-spsc	0.1.15	crossbeam	0.8.4	normal:all	true
rmp	0.8.15	num-traits	0.2.19	normal:all	true
rmp-serde	1.3.1	rmp	0.8.15	normal:all	true
rmp-serde	1.3.1	serde	1.0.228	normal:all	true
ron	0.12.0	bitflags	2.11.0	normal:all	true
ron	0.12.0	once_cell	1.21.3	normal:all	true
ron	0.12.0	serde	1.0.228	normal:all	true
ron	0.12.0	serde_derive	1.0.228	normal:all	true
ron	0.12.0	typeid	1.0.3	normal:all	true
ron	0.12.0	unicode-ident	1.0.24	normal:all	true
rsa	0.9.10	const-oid	0.9.6	normal:all	true
rsa	0.9.10	digest	0.10.7	normal:all	true
rsa	0.9.10	num-bigint-dig	0.8.6	normal:all	true
rsa	0.9.10	num-integer	0.1.46	normal:all	true
rsa	0.9.10	num-traits	0.2.19	normal:all	true
rsa	0.9.10	pkcs1	0.7.5	normal:all	true
rsa	0.9.10	pkcs8	0.10.2	normal:all	true
rsa	0.9.10	rand_core	0.6.4	normal:all	true
rsa	0.9.10	signature	2.2.0	normal:all	true
rsa	0.9.10	spki	0.7.3	normal:all	true
rsa	0.9.10	subtle	2.6.1	normal:all	true
rsa	0.9.10	zeroize	1.8.2	normal:all	true
rsqlite-vfs	0.1.0	hashbrown	0.16.1	normal:all	true
rsqlite-vfs	0.1.0	thiserror	2.0.18	normal:all	true
rusqlite	0.38.0	bitflags	2.11.0	normal:all	true
rusqlite	0.38.0	fallible-iterator	0.3.0	normal:all	true
rusqlite	0.38.0	fallible-streaming-iterator	0.1.9	normal:all	true
rusqlite	0.38.0	hashlink	0.11.0	normal:all	true
rusqlite	0.38.0	libsqlite3-sys	0.36.0	"normal:cfg(not(all(target_family = ""wasm"", target_os = ""unknown"")))"	true
rusqlite	0.38.0	smallvec	1.15.1	normal:all	true
rusqlite	0.38.0	sqlite-wasm-rs	0.5.2	"normal:cfg(all(target_family = ""wasm"", target_os = ""unknown""))"	true
rustc_version	0.4.1	semver	1.0.27	normal:all	true
rusticata-macros	4.1.0	nom	7.1.3	normal:all	true
rustix	1.1.4	bitflags	2.11.0	normal:all	true
rustix	1.1.4	errno	0.3.14	"normal:cfg(all(not(rustix_use_libc), not(miri), target_os = ""linux"", any(target_endian = ""little"", any(target_arch = ""s390x"", target_arch = ""powerpc"")), any(target_arch = ""arm"", all(target_arch = ""aarch64"", target_pointer_width = ""64""), target_arch = ""riscv64"", all(rustix_use_experimental_asm, target_arch = ""powerpc""), all(rustix_use_experimental_asm, target_arch = ""powerpc64""), all(rustix_use_experimental_asm, target_arch = ""s390x""), all(rustix_use_experimental_asm, target_arch = ""mips""), all(rustix_use_experimental_asm, target_arch = ""mips32r6""), all(rustix_use_experimental_asm, target_arch = ""mips64""), all(rustix_use_experimental_asm, target_arch = ""mips64r6""), target_arch = ""x86"", all(target_arch = ""x86_64"", target_pointer_width = ""64""))));normal:cfg(all(not(windows), any(rustix_use_libc, miri, not(all(target_os = ""linux"", any(target_endian = ""little"", any(target_arch = ""s390x"", target_arch = ""powerpc"")), any(target_arch = ""arm"", all(target_arch = ""aarch64"", target_pointer_width = ""64""), target_arch = ""riscv64"", all(rustix_use_experimental_asm, target_arch = ""powerpc""), all(rustix_use_experimental_asm, target_arch = ""powerpc64""), all(rustix_use_experimental_asm, target_arch = ""s390x""), all(rustix_use_experimental_asm, target_arch = ""mips""), all(rustix_use_experimental_asm, target_arch = ""mips32r6""), all(rustix_use_experimental_asm, target_arch = ""mips64""), all(rustix_use_experimental_asm, target_arch = ""mips64r6""), target_arch = ""x86"", all(target_arch = ""x86_64"", target_pointer_width = ""64"")))))));normal:cfg(windows)"	true
rustix	1.1.4	libc	0.2.186	"normal:cfg(all(not(rustix_use_libc), not(miri), target_os = ""linux"", any(target_endian = ""little"", any(target_arch = ""s390x"", target_arch = ""powerpc"")), any(target_arch = ""arm"", all(target_arch = ""aarch64"", target_pointer_width = ""64""), target_arch = ""riscv64"", all(rustix_use_experimental_asm, target_arch = ""powerpc""), all(rustix_use_experimental_asm, target_arch = ""powerpc64""), all(rustix_use_experimental_asm, target_arch = ""s390x""), all(rustix_use_experimental_asm, target_arch = ""mips""), all(rustix_use_experimental_asm, target_arch = ""mips32r6""), all(rustix_use_experimental_asm, target_arch = ""mips64""), all(rustix_use_experimental_asm, target_arch = ""mips64r6""), target_arch = ""x86"", all(target_arch = ""x86_64"", target_pointer_width = ""64""))));normal:cfg(all(not(windows), any(rustix_use_libc, miri, not(all(target_os = ""linux"", any(target_endian = ""little"", any(target_arch = ""s390x"", target_arch = ""powerpc"")), any(target_arch = ""arm"", all(target_arch = ""aarch64"", target_pointer_width = ""64""), target_arch = ""riscv64"", all(rustix_use_experimental_asm, target_arch = ""powerpc""), all(rustix_use_experimental_asm, target_arch = ""powerpc64""), all(rustix_use_experimental_asm, target_arch = ""s390x""), all(rustix_use_experimental_asm, target_arch = ""mips""), all(rustix_use_experimental_asm, target_arch = ""mips32r6""), all(rustix_use_experimental_asm, target_arch = ""mips64""), all(rustix_use_experimental_asm, target_arch = ""mips64r6""), target_arch = ""x86"", all(target_arch = ""x86_64"", target_pointer_width = ""64"")))))))"	true
rustix	1.1.4	linux-raw-sys	0.12.1	"normal:cfg(all(any(target_os = ""linux"", target_os = ""android""), any(rustix_use_libc, miri, not(all(target_os = ""linux"", any(target_endian = ""little"", any(target_arch = ""s390x"", target_arch = ""powerpc"")), any(target_arch = ""arm"", all(target_arch = ""aarch64"", target_pointer_width = ""64""), target_arch = ""riscv64"", all(rustix_use_experimental_asm, target_arch = ""powerpc""), all(rustix_use_experimental_asm, target_arch = ""powerpc64""), all(rustix_use_experimental_asm, target_arch = ""s390x""), all(rustix_use_experimental_asm, target_arch = ""mips""), all(rustix_use_experimental_asm, target_arch = ""mips32r6""), all(rustix_use_experimental_asm, target_arch = ""mips64""), all(rustix_use_experimental_asm, target_arch = ""mips64r6""), target_arch = ""x86"", all(target_arch = ""x86_64"", target_pointer_width = ""64"")))))));normal:cfg(all(not(rustix_use_libc), not(miri), target_os = ""linux"", any(target_endian = ""little"", any(target_arch = ""s390x"", target_arch = ""powerpc"")), any(target_arch = ""arm"", all(target_arch = ""aarch64"", target_pointer_width = ""64""), target_arch = ""riscv64"", all(rustix_use_experimental_asm, target_arch = ""powerpc""), all(rustix_use_experimental_asm, target_arch = ""powerpc64""), all(rustix_use_experimental_asm, target_arch = ""s390x""), all(rustix_use_experimental_asm, target_arch = ""mips""), all(rustix_use_experimental_asm, target_arch = ""mips32r6""), all(rustix_use_experimental_asm, target_arch = ""mips64""), all(rustix_use_experimental_asm, target_arch = ""mips64r6""), target_arch = ""x86"", all(target_arch = ""x86_64"", target_pointer_width = ""64""))))"	true
rustix	1.1.4	windows-sys	0.61.2	normal:cfg(windows)	true
rustix-linux-procfs	0.1.1	once_cell	1.21.3	normal:all	true
rustix-linux-procfs	0.1.1	rustix	1.1.4	normal:all	true
rustls	0.23.37	aws-lc-rs	1.17.0	normal:all	true
rustls	0.23.37	log	0.4.29	normal:all	true
rustls	0.23.37	once_cell	1.21.3	normal:all	true
rustls	0.23.37	ring	0.17.14	normal:all	true
rustls	0.23.37	rustls-pki-types	1.14.0	normal:all	true
rustls	0.23.37	rustls-webpki	0.103.13	normal:all	true
rustls	0.23.37	subtle	2.6.1	normal:all	true
rustls	0.23.37	zeroize	1.8.2	normal:all	true
rustls-native-certs	0.8.3	openssl-probe	0.2.1	"normal:cfg(all(unix, not(target_os = ""macos"")))"	true
rustls-native-certs	0.8.3	rustls-pki-types	1.14.0	normal:all	true
rustls-native-certs	0.8.3	schannel	0.1.28	normal:cfg(windows)	true
rustls-native-certs	0.8.3	security-framework	3.7.0	"normal:cfg(target_os = ""macos"")"	true
rustls-pemfile	2.2.0	rustls-pki-types	1.14.0	normal:all	true
rustls-pki-types	1.14.0	web-time	1.1.0	"normal:cfg(all(target_family = ""wasm"", target_os = ""unknown""))"	true
rustls-pki-types	1.14.0	zeroize	1.8.2	normal:all	true
rustls-platform-verifier	0.6.2	core-foundation	0.10.1	"normal:cfg(any(target_vendor = ""apple""))"	true
rustls-platform-verifier	0.6.2	core-foundation-sys	0.8.7	"normal:cfg(any(target_vendor = ""apple""))"	true
rustls-platform-verifier	0.6.2	jni	0.21.1	"normal:cfg(target_os = ""android"")"	true
rustls-platform-verifier	0.6.2	log	0.4.29	normal:all	true
rustls-platform-verifier	0.6.2	once_cell	1.21.3	"normal:cfg(target_os = ""android"")"	true
