name	version	source	primary_reachability	reachable_in_roots	root_tiers	also_dev	also_foreign_target
criterion-plot	0.5.0	registry	dev-bench-only			true	false
criterion-plot	0.8.2	registry	dev-bench-only			true	false
critical-section	1.2.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
crossbeam	0.8.4	registry	release-normal	sentinel-daemon	A	false	false
crossbeam-channel	0.5.15	registry	release-normal	sentinel-daemon	A	false	false
crossbeam-deque	0.8.6	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	true	false
crossbeam-epoch	0.9.20	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	true	false
crossbeam-queue	0.3.12	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
crossbeam-utils	0.8.21	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
crunchy	0.2.4	registry	target-only			false	true
crypto-common	0.1.7	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun	A,C	false	false
curve25519-dalek	4.1.3	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A	false	false
curve25519-dalek-derive	0.1.1	registry	release-build	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A	false	false
darling	0.21.3	registry	release-build	sentinel-daemon	A	false	false
darling_core	0.21.3	registry	release-build	sentinel-daemon	A	false	false
darling_macro	0.21.3	registry	release-build	sentinel-daemon	A	false	false
data-encoding	2.10.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A	false	false
debugid	0.8.0	registry	release-normal	sentinel-daemon	A	false	false
der	0.7.10	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A	false	false
der-parser	10.0.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	false	false
deranged	0.5.8	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A	false	false
derive_more	2.1.1	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
derive_more-impl	2.1.1	registry	release-build	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
digest	0.10.7	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun	A,C	false	false
directories-next	2.0.0	registry	release-normal	sentinel-daemon	A	false	false
dirs	6.0.0	registry	release-normal	sentinel-daemon	A	false	false
dirs-sys	0.5.0	registry	release-normal	sentinel-daemon	A	false	false
dirs-sys-next	0.1.2	registry	release-normal	sentinel-daemon	A	false	false
displaydoc	0.2.5	registry	release-build	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
disqualified	1.0.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
downcast-rs	2.0.2	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
dunce	1.0.5	registry	release-build	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
dyn-clone	1.0.20	registry	release-normal	sentinel-daemon	A	false	false
ed25519	2.2.3	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A	false	false
ed25519-dalek	2.2.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A	false	false
either	1.15.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	true	true
embedded-io	0.4.0	registry	release-normal	sentinel-daemon	A	false	false
embedded-io	0.6.1	registry	release-normal	sentinel-daemon	A	false	false
encode_unicode	1.0.0	registry	target-only			false	true
encoding_rs	0.8.35	registry	release-normal	sentinel-daemon	A	false	false
enumflags2	0.7.12	registry	release-normal	sentinel-daemon	A	false	false
enumflags2_derive	0.7.12	registry	release-build	sentinel-daemon	A	false	false
equivalent	1.0.2	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
erased-serde	0.4.9	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
errno	0.3.14	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
event-listener	5.4.1	registry	release-normal	sentinel-daemon	A	false	true
event-listener-strategy	0.5.4	registry	target-only			false	true
fallible-iterator	0.3.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,C	true	false
fallible-streaming-iterator	0.1.9	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,C	true	false
fastbloom	0.14.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
fastrand	2.3.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
fiat-crypto	0.2.9	registry	target-only			false	true
find-msvc-tools	0.1.9	registry	release-build	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
fixedbitset	0.4.2	registry	release-normal	sentinel-daemon	A	false	false
fixedbitset	0.5.7	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
flatbuffers	25.12.19	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
flate2	1.1.9	registry	release-normal	sentinel-daemon	A	false	false
flume	0.11.1	registry	release-normal	sentinel-daemon	A	false	false
fnv	1.0.7	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
foldhash	0.1.5	registry	release-normal	sentinel-daemon	A	false	true
foldhash	0.2.0	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
form_urlencoded	1.2.2	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
fs-err	3.3.0	registry	release-normal	sentinel-dashboard-backend	A	false	false
fs-set-times	0.20.3	registry	release-normal	sentinel-daemon	A	false	false
fs2	0.4.3	registry	release-normal	sentinel-dashboard-backend,sentinel-gaia-loop	A	false	false
fs_extra	1.3.0	registry	release-build	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
fuser	0.17.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	false	false
futures	0.3.32	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A	true	false
futures-channel	0.3.32	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	true	true
futures-core	0.3.32	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
futures-executor	0.3.32	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A	true	false
futures-io	0.3.32	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
futures-lite	2.6.1	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
futures-macro	0.3.32	registry	release-build	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	true	true
futures-sink	0.3.32	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	true	true
futures-task	0.3.32	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	true	true
futures-util	0.3.32	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	true	true
fxprof-processed-profile	0.8.1	registry	release-normal	sentinel-daemon	A	false	false
generator	0.8.9	registry	optional-disabled			false	false
generic-array	0.14.7	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun	A,C	false	false
getrandom	0.2.17	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	true
getrandom	0.3.4	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	true	true
getrandom	0.4.1	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
gimli	0.33.0	registry	release-normal	sentinel-daemon	A	false	false
git-version	0.3.9	registry	release-normal	sentinel-daemon	A	false	false
git-version-macro	0.3.9	registry	release-build	sentinel-daemon	A	false	false
glam	0.30.10	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
h2	0.4.14	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
half	2.7.1	registry	dev-bench-only			true	false
hash32	0.3.1	registry	target-only			false	true
hashbrown	0.12.3	registry	release-normal	sentinel-daemon	A	false	false
hashbrown	0.14.5	registry	release-normal	sentinel-daemon	A	false	false
hashbrown	0.15.5	registry	release-normal	sentinel-daemon	A	false	true
hashbrown	0.16.1	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
hashbrown	0.17.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
hashlink	0.11.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,C	true	false
heapless	0.9.2	registry	target-only			false	true
heck	0.5.0	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
hermit-abi	0.5.2	registry	target-only			false	true
hex	0.4.3	registry	release-normal	sentinel-daemon	A	false	false
hmac	0.12.1	registry	release-normal	sentinel-daemon	A	false	false
home	0.5.12	registry	release-normal	sentinel-daemon	A	false	false
httlib-huffman	0.3.4	registry	release-normal	sentinel-dashboard-backend	A	false	false
http	1.4.0	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
http-body	1.0.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
http-body-util	0.1.3	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
http-range-header	0.4.2	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
httparse	1.10.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
httpdate	1.0.3	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
humantime	2.3.0	registry	release-normal	sentinel-daemon	A	false	false
hyper	1.8.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
hyper-rustls	0.27.7	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
hyper-util	0.1.20	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
iana-time-zone	0.1.65	registry	release-normal	sentinel-daemon	A	false	false
iana-time-zone-haiku	0.1.2	registry	target-only			false	true
icu_collections	2.1.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
icu_locale_core	2.1.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
icu_normalizer	2.1.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
icu_normalizer_data	2.1.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
icu_properties	2.1.2	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
icu_properties_data	2.1.2	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
icu_provider	2.1.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
id-arena	2.3.0	registry	release-build	sentinel-daemon	A	false	true
ident_case	1.0.1	registry	release-build	sentinel-daemon	A	false	false
idna	1.1.0	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
idna_adapter	1.2.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
indexmap	1.9.3	registry	release-normal	sentinel-daemon	A	false	false
indexmap	2.14.0	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
inout	0.1.4	registry	release-normal	sentinel-daemon	A	false	false
insta	1.46.3	registry	dev-bench-only			true	false
io-extras	0.18.4	registry	release-normal	sentinel-daemon	A	false	true
io-lifetimes	2.0.4	registry	release-normal	sentinel-daemon	A	false	true
io-uring	0.7.11	registry	optional-disabled			false	false
ipnet	2.11.0	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
ipnetwork	0.20.0	registry	release-normal	sentinel-daemon	A	false	false
iri-string	0.7.10	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
is-terminal	0.4.17	registry	dev-bench-only			true	false
is_terminal_polyfill	1.70.2	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
itertools	0.10.5	registry	dev-bench-only			true	false
itertools	0.13.0	registry	dev-bench-only			true	false
itertools	0.14.0	registry	release-normal	sentinel-daemon	A	false	false
itoa	1.0.17	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
ittapi	0.4.0	registry	release-normal	sentinel-daemon	A	false	false
ittapi-sys	0.4.0	registry	release-normal	sentinel-daemon	A	false	false
jni	0.21.1	registry	target-only			false	true
jni-sys	0.3.0	registry	target-only			false	true
jobserver	0.1.34	registry	release-build	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
js-sys	0.3.90	registry	target-only			false	true
json5	0.4.1	registry	release-normal	sentinel-daemon	A	false	false
keccak	0.1.6	registry	release-normal	sentinel-daemon	A	false	false
keyed-set	1.1.0	registry	release-normal	sentinel-daemon	A	false	false
landlock	0.4.4	registry	release-normal	sentinel-daemon	A	false	false
lazy_static	1.5.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,C	true	true
leb128	0.2.5	registry	release-build	sentinel-daemon	A	false	false
leb128fmt	0.1.0	registry	release-normal	sentinel-daemon	A	false	true
libc	0.2.186	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
libloading	0.8.9	registry	release-normal	sentinel-daemon	A	false	false
libm	0.2.16	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	true	false
libredox	0.1.12	registry	target-only			false	true
libsqlite3-sys	0.36.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,C	true	false
linux-raw-sys	0.12.1	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	true	false
litemap	0.8.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
lock_api	0.4.14	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
log	0.4.29	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
loom	0.7.2	registry	optional-disabled			false	false
lru-slab	0.1.2	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
lz4_flex	0.11.6	registry	release-normal	sentinel-daemon	A	false	false
mach2	0.4.3	registry	target-only			false	true
matchers	0.2.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,C	true	false
matchit	0.8.4	registry	release-normal	sentinel-dashboard-backend	A	false	false
maybe-owned	0.3.4	registry	release-normal	sentinel-daemon	A	false	false
memchr	2.8.0	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
memfd	0.6.5	registry	release-normal	sentinel-daemon	A	false	false
memoffset	0.9.1	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	false	false
mime	0.3.17	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
mime_guess	2.0.5	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend	A,B	false	false
minimal-lexical	0.2.1	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	false	false
miniz_oxide	0.8.9	registry	release-normal	sentinel-daemon	A	false	false
mio	1.2.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
nanorand	0.7.0	registry	release-normal	sentinel-daemon	A	false	false
nix	0.29.0	registry	release-normal	sentinel-daemon	A	false	false
nix	0.30.1	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	false	false
nkeys	0.4.5	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A	false	false
no-std-net	0.6.0	registry	release-normal	sentinel-daemon	A	false	false
nom	7.1.3	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	false	false
nonempty-collections	0.3.1	registry	release-normal	sentinel-daemon	A	false	false
nonmax	0.5.5	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	false
nu-ansi-term	0.50.3	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,C	true	false
nuid	0.5.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A	false	false
num-bigint	0.4.6	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	false	false
num-bigint-dig	0.8.6	registry	release-normal	sentinel-daemon	A	false	false
num-conv	0.2.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A	false	false
num-integer	0.1.46	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	false	false
num-iter	0.1.45	registry	release-normal	sentinel-daemon	A	false	false
num-traits	0.2.19	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	true	false
num_cpus	1.17.0	registry	release-normal	sentinel-daemon	A	false	false
num_enum	0.7.5	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	false	false
num_enum_derive	0.7.5	registry	release-build	sentinel-daemon,sentinel-dashboard-backend	A	false	false
object	0.38.1	registry	release-normal	sentinel-daemon	A	false	false
object	0.39.1	registry	release-normal	sentinel-daemon	A	false	false
octets	0.3.5	registry	release-normal	sentinel-dashboard-backend	A	false	false
oid-registry	0.8.1	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	false	false
once_cell	1.21.3	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
once_cell_polyfill	1.70.2	registry	target-only			false	true
oorandom	11.1.5	registry	dev-bench-only			true	false
openssl-probe	0.2.1	registry	release-normal	sentinel-ctl,sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia-loop	A,B	false	false
option-ext	0.2.0	registry	release-normal	sentinel-daemon	A	false	false
page_size	0.6.0	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend	A	true	false
parking	2.2.1	registry	release-normal	sentinel-daemon,sentinel-dashboard-backend,sentinel-gaia,sentinel-gaia-loop,sentinel-nightrun,sentinel-projection-service	A,B,C	true	true
